"","legislator_id","legislator_status","legislator_name","legislator_cham_name","legislator_photo_url","legislator_gender","legislator_state","legislator_party","legislator_cabinet","legislator_building_address","legislator_telephone_number","legislator_email","legislator_comissions"
"362","204429","Titular","JOÃO HENRIQUE DE ANDRADE LIMA CAMPOS","JOÃO H. CAMPOS","http://www.camara.gov.br/internet/deputado/bandep/204429.jpg","masculino","PE","PSB","409","4","3215-5409","dep.joaohcampos@camara.leg.br",""
"363","204462","Titular","CHRISTINE NOGUEIRA DOS REIS TONIETTO","CHRIS TONIETTO","http://www.camara.gov.br/internet/deputado/bandep/204462.jpg","feminino","RJ","PSL","446","4","3215-5446","dep.christonietto@camara.leg.br",""
"364","204524","Titular","ANTÔNIO PINHEIRO NETO","PINHEIRINHO","http://www.camara.gov.br/internet/deputado/bandep/204524.jpg","masculino","MG","PP","584","3","3215-5584","dep.pinheirinho@camara.leg.br",""
"365","204525","Titular","ROSANA DE OLIVEIRA VALLE","ROSANA VALLE","http://www.camara.gov.br/internet/deputado/bandep/204525.jpg","feminino","SP","PSB","529","4","3215-5529","dep.rosanavalle@camara.leg.br",""
"366","204463","Titular","WLADIMIR BARROS ASSED MATHEUS DE OLIVEIRA","WLADIMIR GAROTINHO","http://www.camara.gov.br/internet/deputado/bandep/204463.jpg","masculino","RJ","PSD","274","3","3215-5274","dep.wladimirgarotinho@camara.leg.br",""
"367","204464","Titular","TALIRIA PETRONE SOARES","TALÍRIA PETRONE","http://www.camara.gov.br/internet/deputado/bandep/204464.jpg","feminino","RJ","PSOL","623","4","3215-5623","dep.taliriapetrone@camara.leg.br",""
"368","204412","Titular","ZACARIAS CALIL HAMU","DR. ZACHARIAS CALIL","http://www.camara.gov.br/internet/deputado/bandep/204412.jpg","masculino","GO","DEM","616","4","3215-5616","dep.dr.zachariascalil@camara.leg.br",""
"369","204526","Titular","LUIZ PHILIPPE DE ORLEANS BRAGANÇA","LUIZ PHILIPPE DE ORLEANS E BRAGANÇA","http://www.camara.gov.br/internet/deputado/bandep/204526.jpg","masculino","SP","PSL","719","4","3215-5719","dep.luizphilippedeorleansebraganca@camara.leg.br",""
"370","204465","Titular","HAROLDO ALVES CAMPOS","HAROLDO CATHEDRAL","http://www.camara.gov.br/internet/deputado/bandep/204465.jpg","masculino","RR","PSD","280","3","3215-5280","dep.haroldocathedral@camara.leg.br",""
"371","204527","Titular","EUGENIO JOSÉ ZULIANI","GENINHO ZULIANI","http://www.camara.gov.br/internet/deputado/bandep/204527.jpg","masculino","SP","DEM","860","4","3215-5860","dep.geninhozuliani@camara.leg.br",""
"372","204370","Titular","CELIO ALVES DE MOURA","CÉLIO MOURA","http://www.camara.gov.br/internet/deputado/bandep/204370.jpg","masculino","TO","PT","832","4","3215-5832","dep.celiomoura@camara.leg.br",""
"373","204528","Titular","ADRIANA MIGUEL VENTURA","ADRIANA VENTURA","http://www.camara.gov.br/internet/deputado/bandep/204528.jpg","feminino","SP","NOVO","802","4","3215-5802","dep.adrianaventura@camara.leg.br",""
"374","204371","Titular","FELIPE RIGONI LOPES","FELIPE RIGONI","http://www.camara.gov.br/internet/deputado/bandep/204371.jpg","masculino","ES","PSB","846","4","3215-5846","dep.feliperigoni@camara.leg.br",""
"375","204413","Titular","ALCIDES RODRIGUES FILHO","ALCIDES RODRIGUES","http://www.camara.gov.br/internet/deputado/bandep/204413.jpg","masculino","GO","PRP","332","4","3215-5332","dep.alcidesrodrigues@camara.leg.br",""
"376","204466","Titular","TEREZA NELMA DA SILVA PORTO VIANA SOARES","TEREZA NELMA","http://www.camara.gov.br/internet/deputado/bandep/204466.jpg","feminino","AL","PSDB","322","4","3215-5322","dep.terezanelma@camara.leg.br",""
"377","204372","Titular","JULIO CESAR RIBEIRO","JULIO CESAR RIBEIRO","http://www.camara.gov.br/internet/deputado/bandep/204372.jpg","masculino","DF","PRB","471","3","3215-5471","dep.juliocesarribeiro@camara.leg.br",""
"378","204529","Titular","KATIA DA SILVA SASTRE","POLICIAL KATIA SASTRE","http://www.camara.gov.br/internet/deputado/bandep/204529.jpg","feminino","SP","PR","428","4","3215-5428","dep.policialkatiasastre@camara.leg.br",""
"379","204414","Titular","JOSE AROLDO SOUZA MARTINS","AROLDO MARTINS","http://www.camara.gov.br/internet/deputado/bandep/204414.jpg","masculino","PR","PRB","437","4","3215-5437","dep.aroldomartins@camara.leg.br",""
"380","204373","Titular","HÉLIO FRANCISCO DA COSTA","HÉLIO COSTA","http://www.camara.gov.br/internet/deputado/bandep/204373.jpg","masculino","SC","PRB","609","4","3215-5609","dep.heliocosta@camara.leg.br",""
"381","204530","Titular","RODRIGO ANTONIO DE AGOSTINHO MENDONÇA","RODRIGO AGOSTINHO","http://www.camara.gov.br/internet/deputado/bandep/204530.jpg","masculino","SP","PSB","801","4","3215-5801","dep.rodrigoagostinho@camara.leg.br",""
"382","204467","Titular","ROSA NEIDE SANDES DE ALMEIDA","PROFESSORA ROSA NEIDE","http://www.camara.gov.br/internet/deputado/bandep/204467.jpg","feminino","MT","PT","371","3","3215-5371","dep.professorarosaneide@camara.leg.br",""
"383","204531","Titular","GUILHERME MURARO DERRITE","GUILHERME DERRITE","http://www.camara.gov.br/internet/deputado/bandep/204531.jpg","masculino","SP","PP","639","4","3215-5639","dep.guilhermederrite@camara.leg.br",""
"384","204468","Titular","JOENIA BATISTA DE CARVALHO","JOENIA WAPICHANA","http://www.camara.gov.br/internet/deputado/bandep/204468.jpg","feminino","RR","REDE","231","4","3215-5231","dep.joeniawapichana@camara.leg.br",""
"385","135054","Titular","CRISTIANO DUTRA VALE","CRISTIANO VALE","http://www.camara.gov.br/internet/deputado/bandep/135054.jpg","masculino","PA","PR","822","4","3215-5822","dep.cristianovale@camara.leg.br",""
"386","204532","Titular","VINICIUS LAZZER POIT","VINICIUS POIT","http://www.camara.gov.br/internet/deputado/bandep/204532.jpg","masculino","SP","NOVO","558","4","3215-5558","dep.viniciuspoit@camara.leg.br",""
"387","204469","Titular","MANUEL MARCOS CARVALHO DE MESQUITA","MANUEL MARCOS","http://www.camara.gov.br/internet/deputado/bandep/204469.jpg","masculino","AC","PRB","572","3","3215-5572","dep.manuelmarcos@camara.leg.br",""
"388","204415","Titular","NEREU CRISPIM","NEREU CRISPIM","http://www.camara.gov.br/internet/deputado/bandep/204415.jpg","masculino","RS","PSL","483","3","3215-5483","dep.nereucrispim@camara.leg.br",""
"389","204533","Titular","ANTONIO IDILVAN DE LIMA ALENCAR","IDILVAN ALENCAR","http://www.camara.gov.br/internet/deputado/bandep/204533.jpg","masculino","CE","PDT","737","4","3215-5737","dep.idilvanalencar@camara.leg.br",""
"390","204374","Titular","BEATRIZ KICIS TORRENTS DE SORDI","BIA KICIS","http://www.camara.gov.br/internet/deputado/bandep/204374.jpg","feminino","DF","PSL","309","4","3215-5309","dep.biakicis@camara.leg.br",""
"391","204534","Titular","TABATA CLAUDIA AMARAL DE PONTES","TABATA AMARAL","http://www.camara.gov.br/internet/deputado/bandep/204534.jpg","feminino","SP","PDT","848","4","3215-5848","dep.tabataamaral@camara.leg.br",""
"392","204535","Titular","SAMIA DE SOUZA BOMFIM","SÂMIA BOMFIM","http://www.camara.gov.br/internet/deputado/bandep/204535.jpg","feminino","SP","PSOL","617","4","3215-5617","dep.samiabomfim@camara.leg.br",""
"393","204536","Titular","KIM PATROCA KATAGUIRI","KIM KATAGUIRI","http://www.camara.gov.br/internet/deputado/bandep/204536.jpg","masculino","SP","DEM","421","4","3215-5421","dep.kimkataguiri@camara.leg.br",""
"394","109429","Titular","LUIZ BENES LEOCADIO DE ARAUJO","BENES LEOCÁDIO","http://www.camara.gov.br/internet/deputado/bandep/109429.jpg","masculino","RN","PRB","417","4","3215-5417","dep.benesleocadio@camara.leg.br",""
"395","204471","Titular","CYLMARA FERNANDES DA ROCHA GRIPP","MARA ROCHA","http://www.camara.gov.br/internet/deputado/bandep/204471.jpg","feminino","AC","PSDB","607","4","3215-5607","dep.mararocha@camara.leg.br",""
"396","68720","Titular","FABIO HENRIQUE SANTANA DE CARVALHO","FÁBIO HENRIQUE","http://www.camara.gov.br/internet/deputado/bandep/68720.jpg","masculino","SE","PDT","475","3","3215-5475","dep.fabiohenrique@camara.leg.br",""
"397","204472","Titular","JOSE ANTONIO DOS SANTOS MEDEIROS","JOSÉ MEDEIROS","http://www.camara.gov.br/internet/deputado/bandep/204472.jpg","masculino","MT","PODE","335","4","3215-5335","dep.josemedeiros@camara.leg.br",""
"398","204375","Titular","LEDA MARIA SADALA BRITO","LEDA SADALA","http://www.camara.gov.br/internet/deputado/bandep/204375.jpg","feminino","AP","AVANTE","611","4","3215-5611","dep.ledasadala@camara.leg.br",""
"399","204537","Titular","ENRICO VAN BLARCUM DE GRAAFF MISASI","ENRICO MISASI","http://www.camara.gov.br/internet/deputado/bandep/204537.jpg","masculino","SP","PV","574","3","3215-5574","dep.enricomisasi@camara.leg.br",""
"400","204473","Titular","ELIÉSER GIRÃO MONTEIRO FILHO","GENERAL GIRÃO","http://www.camara.gov.br/internet/deputado/bandep/204473.jpg","masculino","RN","PSL","914","4","3215-5914","dep.generalgirao@camara.leg.br",""
"401","204538","Titular","PAULO EDUARDO MAESTRI BENGTSON","PAULO BENGTSON","http://www.camara.gov.br/internet/deputado/bandep/204538.jpg","masculino","PA","PTB","505","4","3215-5505","dep.paulobengtson@camara.leg.br",""
"402","204539","Titular","HERCÍLIO ARAÚJO DINIZ FILHO","HERCÍLIO COELHO DINIZ","http://www.camara.gov.br/internet/deputado/bandep/204539.jpg","masculino","MG","MDB","510","4","3215-5510","dep.herciliocoelhodiniz@camara.leg.br",""
"403","204474","Titular","JUAREZ ALVES DA COSTA","JUAREZ COSTA","http://www.camara.gov.br/internet/deputado/bandep/204474.jpg","masculino","MT","MDB","472","3","3215-5472","dep.juarezcosta@camara.leg.br",""
"404","204376","Titular","LUIZ ARMANDO SCHROEDER REIS","CORONEL ARMANDO","http://www.camara.gov.br/internet/deputado/bandep/204376.jpg","masculino","SC","PSL","268","3","3215-5268","dep.coronelarmando@camara.leg.br",""
"405","204416","Titular","UBIRATAN ANTUNES SANDERSON","SANDERSON","http://www.camara.gov.br/internet/deputado/bandep/204416.jpg","masculino","RS","PSL","354","4","3215-5354","dep.sanderson@camara.leg.br",""
"406","121948","Titular","ADRIANO ANTÔNIO AVELAR","ADRIANO DO BALDY","http://www.camara.gov.br/internet/deputado/bandep/121948.jpg","masculino","GO","PP","419","4","3215-5419","dep.adrianodobaldy@camara.leg.br",""
"407","204418","Titular","LUIZ GOULARTE ALVES","PROFESSOR LUIZÃO GOULART","http://www.camara.gov.br/internet/deputado/bandep/204418.jpg","masculino","PR","PRB","218","4","3215-5218","dep.professorluizaogoulart@camara.leg.br",""
"408","204377","Titular","PAULA MORENO PARO BELMONTE","PAULA BELMONTE","http://www.camara.gov.br/internet/deputado/bandep/204377.jpg","feminino","DF","PPS","440","4","3215-5440","dep.paulabelmonte@camara.leg.br",""
"409","204419","Titular","GLAUSKSTON BATISTA RIOS","GLAUSTIN FOKUS","http://www.camara.gov.br/internet/deputado/bandep/204419.jpg","masculino","GO","PSC","473","3","3215-5473","dep.glaustinfokus@camara.leg.br",""
"410","204540","Titular","MARIA DO PARTO MENDES ROSAS","MARIA ROSAS","http://www.camara.gov.br/internet/deputado/bandep/204540.jpg","feminino","SP","PRB","436","4","3215-5436","dep.mariarosas@camara.leg.br",""
"411","204541","Titular","EDUARDO HENRIQUE MAIA BISMARCK","EDUARDO BISMARCK","http://www.camara.gov.br/internet/deputado/bandep/204541.jpg","masculino","CE","PDT","652","4","3215-5652","dep.eduardobismarck@camara.leg.br",""
"412","204420","Titular","GULLIEM CHARLES BEZERRA LEMOS","JULIAN LEMOS","http://www.camara.gov.br/internet/deputado/bandep/204420.jpg","masculino","PB","PSL","272","3","3215-5272","dep.julianlemos@camara.leg.br",""
"413","204542","Titular","DENIS ANDERSON DA ROCHA BEZERRA","DENIS BEZERRA","http://www.camara.gov.br/internet/deputado/bandep/204542.jpg","masculino","CE","PSB","625","4","3215-5625","dep.denisbezerra@camara.leg.br",""
"414","204475","Titular","JOSE OTACI BARROSO DO NASCIMENTO","OTACI NASCIMENTO","http://www.camara.gov.br/internet/deputado/bandep/204475.jpg","masculino","RR","SOLIDARIEDADE","521","4","3215-5521","dep.otacinascimento@camara.leg.br",""
"415","204378","Titular","JOAO CHRISÓSTOMO DE MOURA","CORONEL CHRISÓSTOMO","http://www.camara.gov.br/internet/deputado/bandep/204378.jpg","masculino","RO","PSL","458","4","3215-5458","dep.coronelchrisostomo@camara.leg.br",""
"416","204543","Titular","LUIZ FLAVIO GOMES","LUIZ FLÁVIO GOMES","http://www.camara.gov.br/internet/deputado/bandep/204543.jpg","masculino","SP","PSB","904","4","3215-5904","dep.luizflaviogomes@camara.leg.br",""
"417","204379","Titular","ACÁCIO DA SILVA FAVACHO NETO","ACÁCIO FAVACHO","http://www.camara.gov.br/internet/deputado/bandep/204379.jpg","masculino","AP","PROS","284","3","3215-5284","dep.acaciofavacho@camara.leg.br",""
"418","204476","Titular","JOÃO FRANCISCO INÁCIO BRAZÃO","CHIQUINHO BRAZÃO","http://www.camara.gov.br/internet/deputado/bandep/204476.jpg","masculino","RJ","AVANTE","507","4","3215-5507","dep.chiquinhobrazao@camara.leg.br",""
"419","204544","Titular","ALEXANDRE FROTA DE ANDRADE","ALEXANDRE FROTA","http://www.camara.gov.br/internet/deputado/bandep/204544.jpg","masculino","SP","PSL","216","4","3215-5216","dep.alexandrefrota@camara.leg.br",""
"420","204545","Titular","ALESSANDRA DA SILVA","ALÊ SILVA","http://www.camara.gov.br/internet/deputado/bandep/204545.jpg","feminino","MG","PSL","462","4","3215-5462","dep.alesilva@camara.leg.br",""
"421","204380","Titular","CELINA LEAO HIZIM FERREIRA","CELINA LEÃO","http://www.camara.gov.br/internet/deputado/bandep/204380.jpg","feminino","DF","PP","260","4","3215-5260","dep.celinaleao@camara.leg.br",""
"422","204421","Titular","EDNACE ALVES SILVESTRE HENRIQUE","EDNA HENRIQUE","http://www.camara.gov.br/internet/deputado/bandep/204421.jpg","feminino","PB","PSDB","962","4","3215-5962","dep.ednahenrique@camara.leg.br",""
"423","81297","Titular","SORAYA DE SOUZA MANNATO","DRA. SORAYA MANATO","http://www.camara.gov.br/internet/deputado/bandep/81297.jpg","feminino","ES","PSL","313","4","3215-5313","dep.dra.sorayamanato@camara.leg.br",""
"424","115746","Titular","GELSON DE AZEVEDO ALMEIDA","GELSON AZEVEDO","http://www.camara.gov.br/internet/deputado/bandep/115746.jpg","masculino","RJ","PR","369","3","3215-5369","dep.gelsonazevedo@camara.leg.br",""
"425","204546","Titular","JOICE CRISTINA HASSELMANN","JOICE HASSELMANN","http://www.camara.gov.br/internet/deputado/bandep/204546.jpg","feminino","SP","PSL","825","4","3215-5825","dep.joicehasselmann@camara.leg.br",""
"426","204547","Titular","ELIEL MÁRCIO DO CARMO","LÉO MOTTA","http://www.camara.gov.br/internet/deputado/bandep/204547.jpg","masculino","MG","PSL","724","4","3215-5724","dep.leomotta@camara.leg.br",""
"427","90201","Titular","PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES","PEDRO AUGUSTO BEZERRA","http://www.camara.gov.br/internet/deputado/bandep/90201.jpg","masculino","CE","PTB","413","4","3215-5413","dep.pedroaugustobezerra@camara.leg.br",""
"428","204381","Titular","LUIS CLAUDIO FERNANDES MIRANDA","LUIS MIRANDA","http://www.camara.gov.br/internet/deputado/bandep/204381.jpg","masculino","DF","DEM","241","4","3215-5241","dep.luismiranda@camara.leg.br",""
"429","204477","Titular","FELÍCIO LATERÇA DE ALMEIDA","FELÍCIO LATERÇA","http://www.camara.gov.br/internet/deputado/bandep/204477.jpg","masculino","RJ","PSL","275","3","3215-5275","dep.feliciolaterca@camara.leg.br",""
"430","204478","Titular","VINICIUS MEDEIROS FARAH","VINICIUS FARAH","http://www.camara.gov.br/internet/deputado/bandep/204478.jpg","masculino","RJ","MDB","429","4","3215-5429","dep.viniciusfarah@camara.leg.br",""
"431","204548","Titular","HEITOR RODRIGO PEREIRA FREIRE","HEITOR FREIRE","http://www.camara.gov.br/internet/deputado/bandep/204548.jpg","masculino","CE","PSL","367","3","3215-5367","dep.heitorfreire@camara.leg.br",""
"432","204382","Titular","LOESTER CARLOS GOMES DE SOUZA","LOESTER TRUTIS","http://www.camara.gov.br/internet/deputado/bandep/204382.jpg","masculino","MS","PSL","380","3","3215-5380","dep.loestertrutis@camara.leg.br",""
"433","204383","Titular","ISRAEL MATOS BATISTA","PROFESSOR ISRAEL BATISTA","http://www.camara.gov.br/internet/deputado/bandep/204383.jpg","masculino","DF","PV","854","4","3215-5854","dep.professorisraelbatista@camara.leg.br",""
"434","204549","Titular","ANTONIO JOSE AGUIAR ALBUQUERQUE","AJ ALBUQUERQUE","http://www.camara.gov.br/internet/deputado/bandep/204549.jpg","masculino","CE","PP","708","4","3215-5708","dep.ajalbuquerque@camara.leg.br",""
"435","204550","Titular","ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR","JÚNIOR MANO","http://www.camara.gov.br/internet/deputado/bandep/204550.jpg","masculino","CE","PR","807","4","3215-5807","dep.juniormano@camara.leg.br",""
"436","204479","Titular","ANTONIO CARLOS NICOLETTI","NICOLETTI","http://www.camara.gov.br/internet/deputado/bandep/204479.jpg","masculino","RR","PSL","287","3","3215-5287","dep.nicoletti@camara.leg.br",""
"437","74090","Titular","ÁTILA SIDNEY LINS ALBUQUERQUE","ÁTILA LINS","http://www.camara.gov.br/internet/deputado/bandep/74090.jpg","masculino","AM","PP","730","4","3215-5730","dep.atilalins@camara.leg.br",""
"438","139285","Titular","LÍDICE DA MATA E SOUZA","LÍDICE DA MATA","http://www.camara.gov.br/internet/deputado/bandep/139285.jpg","feminino","BA","PSB","913","4","3215-5913","dep.lidicedamata@camara.leg.br",""
"439","74537","Titular","CLÁUDIO CAJADO SAMPAIO","CLAUDIO CAJADO","http://www.camara.gov.br/internet/deputado/bandep/74537.jpg","masculino","BA","PP","630","4","3215-5630","dep.claudiocajado@camara.leg.br",""
"440","74554","Titular","JOSÉ ALVES ROCHA","JOSÉ ROCHA","http://www.camara.gov.br/internet/deputado/bandep/74554.jpg","masculino","BA","PR","908","4","3215-5908","dep.joserocha@camara.leg.br",""
"441","74356","Titular","SILAS CÂMARA","SILAS CÂMARA","http://www.camara.gov.br/internet/deputado/bandep/74356.jpg","masculino","AM","PRB","532","4","3215-5532","dep.silascamara@camara.leg.br",""
"442","74571","Titular","NELSON VICENTE PORTELA PELLEGRINO","NELSON PELLEGRINO","http://www.camara.gov.br/internet/deputado/bandep/74571.jpg","masculino","BA","PT","826","4","3215-5826","dep.nelsonpellegrino@camara.leg.br",""
"443","74057","Titular","ALICE MAZZUCO PORTUGAL","ALICE PORTUGAL","http://www.camara.gov.br/internet/deputado/bandep/74057.jpg","feminino","BA","PCdoB","420","4","3215-5420","dep.aliceportugal@camara.leg.br",""
"444","74060","Titular","DANIEL GOMES DE ALMEIDA","DANIEL ALMEIDA","http://www.camara.gov.br/internet/deputado/bandep/74060.jpg","masculino","BA","PCdoB","317","4","3215-5317","dep.danielalmeida@camara.leg.br",""
"445","141408","Titular","CLEBER VERDE CORDEIRO MENDES","CLEBER VERDE","http://www.camara.gov.br/internet/deputado/bandep/141408.jpg","masculino","MA","PRB","710","4","3215-5710","dep.cleberverde@camara.leg.br",""
"446","141458","Titular","JOÃO CARLOS PAOLILO BACELAR FILHO","JOÃO CARLOS BACELAR","http://www.camara.gov.br/internet/deputado/bandep/141458.jpg","masculino","BA","PR","928","4","3215-5928","dep.joaocarlosbacelar@camara.leg.br",""
"447","150418","Titular","MÁRCIO CARLOS MARINHO","MÁRCIO MARINHO","http://www.camara.gov.br/internet/deputado/bandep/150418.jpg","masculino","BA","PRB","326","4","3215-5326","dep.marciomarinho@camara.leg.br",""
"448","160666","Titular","FELIX DE ALMEIDA MENDONÇA JÚNIOR","FÉLIX MENDONÇA JÚNIOR","http://www.camara.gov.br/internet/deputado/bandep/160666.jpg","masculino","BA","PDT","912","4","3215-5912","dep.felixmendoncajunior@camara.leg.br",""
"449","160508","Titular","AFONSO BANDEIRA FLORENCE","AFONSO FLORENCE","http://www.camara.gov.br/internet/deputado/bandep/160508.jpg","masculino","BA","PT","305","4","3215-5305","dep.afonsoflorence@camara.leg.br",""
"450","160610","Titular","VALMIR CARLOS DA ASSUNÇÃO","VALMIR ASSUNÇÃO","http://www.camara.gov.br/internet/deputado/bandep/160610.jpg","masculino","BA","PT","739","4","3215-5739","dep.valmirassuncao@camara.leg.br",""
"451","160569","Titular","WALDENOR ALVES PEREIRA FILHO","WALDENOR PEREIRA","http://www.camara.gov.br/internet/deputado/bandep/160569.jpg","masculino","BA","PT","954","4","3215-5954","dep.waldenorpereira@camara.leg.br",""
"452","160553","Titular","ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO","ANTONIO BRITO","http://www.camara.gov.br/internet/deputado/bandep/160553.jpg","masculino","BA","PSD","479","3","3215-5479","dep.antoniobrito@camara.leg.br",""
"453","160600","Titular","ARTHUR DE OLIVEIRA MAIA DA SILVA","ARTHUR OLIVEIRA MAIA","http://www.camara.gov.br/internet/deputado/bandep/160600.jpg","masculino","BA","DEM","830","4","3215-5830","dep.arthuroliveiramaia@camara.leg.br",""
"454","160619","Titular","JOSÉ NUNES SOARES","JOSÉ NUNES","http://www.camara.gov.br/internet/deputado/bandep/160619.jpg","masculino","BA","PSD","728","4","3215-5728","dep.josenunes@camara.leg.br",""
"455","204551","Titular","JOÃO BOSCO GOMES SARAIVA","BOSCO SARAIVA","http://www.camara.gov.br/internet/deputado/bandep/204551.jpg","masculino","AM","SOLIDARIEDADE","404","4","3215-5404","dep.boscosaraiva@camara.leg.br",""
"456","204552","Titular","EDUARDO SALIM BRAIDE","EDUARDO BRAIDE","http://www.camara.gov.br/internet/deputado/bandep/204552.jpg","masculino","MA","PMN","578","3","3215-5578","dep.eduardobraide@camara.leg.br",""
"457","204553","Titular","MANOEL ISIDORIO DE SANTANA JUNIOR","PASTOR SARGENTO ISIDÓRIO","http://www.camara.gov.br/internet/deputado/bandep/204553.jpg","masculino","BA","AVANTE","817","4","3215-5817","dep.pastorsargentoisidorio@camara.leg.br",""
"458","93083","Titular","CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO","CACÁ LEÃO","http://www.camara.gov.br/internet/deputado/bandep/93083.jpg","masculino","BA","PP","320","4","3215-5320","dep.cacaleao@camara.leg.br",""
"459","178854","Titular","ELMAR JOSE VIEIRA NASCIMENTO","ELMAR NASCIMENTO","http://www.camara.gov.br/internet/deputado/bandep/178854.jpg","masculino","BA","DEM","935","4","3215-5935","dep.elmarnascimento@camara.leg.br",""
"460","69871","Titular","JOAO CARLOS BACELAR BATISTA","BACELAR","http://www.camara.gov.br/internet/deputado/bandep/69871.jpg","masculino","BA","PODE","381","3","3215-5381","dep.bacelar@camara.leg.br",""
"461","178857","Titular","JORGE JOSE SANTOS PEREIRA SOLLA","JORGE SOLLA","http://www.camara.gov.br/internet/deputado/bandep/178857.jpg","masculino","BA","PT","571","3","3215-5571","dep.jorgesolla@camara.leg.br",""
"462","178858","Titular","MARIO SILVIO MENDES NEGROMONTE JUNIOR","MÁRIO NEGROMONTE JR.","http://www.camara.gov.br/internet/deputado/bandep/178858.jpg","masculino","BA","PP","424","4","3215-5424","dep.marionegromontejr@camara.leg.br",""
"463","178860","Titular","PAULO VELLOSO DANTAS AZI","PAULO AZI","http://www.camara.gov.br/internet/deputado/bandep/178860.jpg","masculino","BA","DEM","422","4","3215-5422","dep.pauloazi@camara.leg.br",""
"464","178861","Titular","RONALDO CARLETTO","RONALDO CARLETTO","http://www.camara.gov.br/internet/deputado/bandep/178861.jpg","masculino","BA","PP","262","4","3215-5262","dep.ronaldocarletto@camara.leg.br",""
"465","178863","Titular","ULDURICO ALENCAR PINTO","ULDURICO JUNIOR","http://www.camara.gov.br/internet/deputado/bandep/178863.jpg","masculino","BA","PPL","729","4","3215-5729","dep.ulduricojunior@camara.leg.br",""
"466","178881","Titular","ALUISIO GUIMARAES MENDES FILHO","ALUISIO MENDES","http://www.camara.gov.br/internet/deputado/bandep/178881.jpg","masculino","MA","PODE","931","4","3215-5931","dep.aluisiomendes@camara.leg.br",""
"467","178882","Titular","ANDRE LUIZ CARVALHO RIBEIRO","ANDRÉ FUFUCA","http://www.camara.gov.br/internet/deputado/bandep/178882.jpg","masculino","MA","PP","945","4","3215-5945","dep.andrefufuca@camara.leg.br",""
"468","178884","Titular","HILDO AUGUSTO DA ROCHA NETO","HILDO ROCHA","http://www.camara.gov.br/internet/deputado/bandep/178884.jpg","masculino","MA","MDB","734","4","3215-5734","dep.hildorocha@camara.leg.br",""
"469","112437","Titular","JOÃO MARCELO SANTOS SOUZA","JOÃO MARCELO SOUZA","http://www.camara.gov.br/internet/deputado/bandep/112437.jpg","masculino","MA","MDB","506","4","3215-5506","dep.joaomarcelosouza@camara.leg.br",""
"470","178886","Titular","JOSE JUSCELINO DOS SANTOS REZENDE FILHO","JUSCELINO FILHO","http://www.camara.gov.br/internet/deputado/bandep/178886.jpg","masculino","MA","DEM","222","4","3215-5222","dep.juscelinofilho@camara.leg.br",""
"471","178889","Titular","JOSÉ CARLOS NUNES JÚNIOR","ZÉ CARLOS","http://www.camara.gov.br/internet/deputado/bandep/178889.jpg","masculino","MA","PT","543","4","3215-5543","dep.zecarlos@camara.leg.br",""
"472","204554","Titular","JOSE ABILIO SILVA DE SANTANA","ABÍLIO SANTANA","http://www.camara.gov.br/internet/deputado/bandep/204554.jpg","masculino","BA","PR","531","4","3215-5531","dep.abiliosantana@camara.leg.br",""
"473","204555","Titular","JOSÉ RICARDO WENDLING","JOSÉ RICARDO","http://www.camara.gov.br/internet/deputado/bandep/204555.jpg","masculino","AM","PT","411","4","3215-5411","dep.josericardo@camara.leg.br",""
"474","204556","Titular","MARCELO RAMOS RODRIGUES","MARCELO RAMOS","http://www.camara.gov.br/internet/deputado/bandep/204556.jpg","masculino","AM","PR","805","4","3215-5805","dep.marceloramos@camara.leg.br",""
"475","204557","Titular","SIDNEY RICARDO DE OLIVEIRA LEITE","SIDNEY LEITE","http://www.camara.gov.br/internet/deputado/bandep/204557.jpg","masculino","AM","PSD","266","3","3215-5266","dep.sidneyleite@camara.leg.br",""
"476","204558","Titular","JOSÉ MARCELO DO NASCIMENTO NILO","MARCELO NILO","http://www.camara.gov.br/internet/deputado/bandep/204558.jpg","masculino","BA","PSB","520","4","3215-5520","dep.marcelonilo@camara.leg.br",""
"477","204559","Titular","JOSÉ CERQUEIRA DE SANTANA NETO","ZÉ NETO","http://www.camara.gov.br/internet/deputado/bandep/204559.jpg","masculino","BA","PT","585","3","3215-5585","dep.zeneto@camara.leg.br",""
"478","204560","Titular","ADOLFO VIANA DE CASTRO NETO","ADOLFO VIANA","http://www.camara.gov.br/internet/deputado/bandep/204560.jpg","masculino","BA","PSDB","911","4","3215-5911","dep.adolfoviana@camara.leg.br",""
"479","92102","Titular","LEUR ANTONIO DE BRITTO LOMANTO JUNIOR","LEUR LOMANTO JÚNIOR","http://www.camara.gov.br/internet/deputado/bandep/92102.jpg","masculino","BA","DEM","406","4","3215-5406","dep.leurlomantojunior@camara.leg.br",""
"480","204561","Titular","UBIRAJARA DO PINDARÉ ALMEIDA SOUSA","BIRA DO PINDARÉ","http://www.camara.gov.br/internet/deputado/bandep/204561.jpg","masculino","MA","PSB","480","3","3215-5480","dep.biradopindare@camara.leg.br",""
